puzzle,solution
083007060910002740207100000100000030602800070004000500001006007840700300729000006,483957261915362748267184953198475632652893174374621589531246897846719325729538416
940168000050230069200000000010700000300490500804356000000000100090010000070009600,943168257751234869286975413519782346367491528824356971635827194492613785178549632
700205916008106700100030000806050201005007000204018503000940002092000157000002009,743285916528196734169734825836459271915327468274618593657941382492863157381572649
090800000640172039700090000000000000800009640500704002100008076970201304200000108,391846527645172839782395461429613785817529643563784912134958276978261354256437198
067000900002040010050709004905080020600000005000006100006008000500104800000567091,467813952392645718158729364935481627681972435274356189716298543529134876843567291
000240063008096400040807000050010237000430080600970041002003090400009050000000300,795241863128396475346857129954618237271435986683972541812563794437189652569724318
006800002980000305003095008007040506050070009094000007065000871100064000200780650,546813792981627345723495168817249536652378419394156287465932871178564923239781654
003040016000000000000000008004650020050321000000000300902100037007030590015470000,593842716178596243246713958834657129759321684621984375982165437467238591315479862
000005000010000000000762150780623010603100000001000000100907680067000004390806701,278315946516489237439762158784623519653198472921574863142937685867251394395846721
105492600670830109090700200000500081509080400013900502200000090000000814000609020,135492678672835149498716253724563981569281437813974562247158396956327814381649725
000400200098100704240003160810000500005008900960005003020900380479030015003061000,156497238398126754247583169812379546735648921964215873621954387479832615583761492
000201000000070000823040000000007000948002600675039120000590210400308759050000800,794281365516973482823645971231467598948152637675839124387594216462318759159726843
600008000807000009930000600206800000003009060059007020060000001590070840070086002,641598273827463519935712684216854937783129465459637128368245791592371846174986352
004000000800950040000003700030084020127035800008000500400007000960500372000000010,394871256876952143215463789539784621127635894648219537483127965961548372752396418
035000192964300000210500046100900004000670900690000805000800000000000407420700680,735486192964312578218597346182935764543678921697124835376841259859263417421759683
059006003300000620006070508000395080003000052508720900600400090080000017970100000,859246173347851629126973548412395786793618452568724931631487295284569317975132864
700005001006400805100906000000073000002059700060004003603700009000000300800001020,749825631236417895158936274514673982382159746967284513623748159471592368895361427
930280714580300000000609005000000607015004000000060059000006000761028003003001000,936285714584317926172649835398152647615974382427863159859436271761528493243791568
005200100002408037080000000200040003001002000090503000004005006500760048076020001,745236189612498537983157624257649813361872495498513762124385976539761248876924351
000061804060508000001003000586000200700010063100600008308000000900000300002000400,275961834463578912891243657586397241729814563134652798358429176947186325612735489
006075084001000000000080070462018090800926105100030026200000608000001700008002009,326175984781294563954683271462518397873926145195437826247359618639841752518762439
700900206090420000300170000048000000201049008079060000080000005950007403007010090,714935286895426137326178954648351729231749568579862341183294675952687413467513892
900000000030900700500000030025096000060700020000003000680574000200010564000009100,942637815136985742578142639825496371364751928719823456681574293297318564453269187
060000000002401005000008623001700508509000402000150030020830100000000004000294080,967523841382461975154978623231749568579386412648152739426835197893617254715294386
600000340070300659300800001000039000000068910900040203000500000000000800086000000,652917348178324659394856721815239476243768915967145283439582167521673894786491532
067300410091007000000142970750000600384000000000034080000871000070023000120690047,267389415491567823835142976752918634384256791619734582543871269976423158128695347
800000094000290030000300000062405070508070000074000650400800020730500009001740005,823167594615294837947358216162485973598673142374921658459836721736512489281749365
700100005056002807480000902200000000000001200501000793800700120004800006002310584,729138465156492837483657912248973651397561248561284793835746129914825376672319584
000218600120070000700000201200000000000900000690400002800140700010060000000380004,439218675126574983785693241241836597358927416697451832863145729914762358572389164
857100904190700000040300007000094206260003408085021000310005600020030800000006025,857162934193748562642359187731894256269573418485621793314285679526937841978416325
250001809430000120910820057000280931800500400600000085300060000060008000040070698,257631849438759126916824357574286931893517462621943785389162574765498213142375698
160000038075093020003500009000000063310900052600300071030701600080025007000039004,169247538475893126823516749592178463317964852648352971234781695986425317751639284
000307009005002340010509060000000705070195400004000000000004000000630080049200001,428367159965812347317549268231486795876195423594723816183954672752631984649278531
500000009000200406000108070130900000605000000004030962001800000007415803400372090,513647289879253416246198375132986754695724138784531962321869547967415823458372691
020300000040000532007409000063580004000004803000200006096153000205000001030000000,628315749149678532357429168963587214712964853584231976896153427275846391431792685
490380006010025003003006701001902504000548000045007000208600410030000800100070000,497381256816725943523496781781932564362548197945167328278653419634219875159874632
000804000100000034000000982400070020003502870070000450968003005000065008000000000,529834617186927534734156982495678123613542879872391456968713245341265798257489361
900100200000003000080000300200000007057800062000002180045018000360509700001007405,973185246126473859584926371218694537457831962639752184745218693362549718891367425
001000060070030214000600000006100002320706001008920400000000008087092005000000007,831245769675839214942671583796184352324756891518923476463517928187492635259368147
460092570320010040897006103050000000070820000200600007930100000006030000718000000,461392578325718649897456123654971382179823456283645917932184765546237891718569234
026098004080000903905070008001657000400000017000000000010000205000005031003710009,726398154184562973935471628391657842468239517572184396817943265649825731253716489
390000008208000104460819035000105000900070561170030000020700000040001002010602900,391524678258367194467819235682195743934278561175436829829753416746981352513642987
005008060900514032803700540000050003008000100537600000300000008780000056400025000,145238769976514832823769541214957683698342175537681924359476218782193456461825397
000000000008000001090000037802304000100009000409070080905003000080017006601540000,314796852728435691596281437852364719137859264469172385945623178283917546671548923
900736010700200090060900037080610000590020040010007002001009005009000000006100000,925736418743281596168945237382614759597328641614597382231479865459862173876153924
940652380030109000000700924080000000700010649000204130095000010000400802010006003,947652381832149567561738924184963275723815649659274138295387416376491852418526793
506008030007006100000000000351000940008400300200000007004080001000129003000700060,526918734497236158813574296351867942768492315249351687974683521685129473132745869
300407918000600700000800430800140007100000000070300100000582070007014020520736809,356427918418693752792851436835149267164278593279365184943582671687914325521736849
001009005080006000000020600027008009093207850150090260806005000500901406000002510,261849375384756921975123648427568139693217854158394267816435792532971486749682513
210780049000056003600000000000030700090170500087905000864000975030507080700800360,215783649978456213643219857521638794496172538387945126864321975139567482752894361
600000030500240789700003060080000006000800591965100840106000000000000400002970000,624789135513246789798513264281495376437862591965137842146328957379651428852974613
700009004052040610900000000100070000009006000000000000500931800390004070640002003,713869254852347619964215387136478925489526731275193468527931846391684572648752193
002000000000204900000670051300060000070000043250001708607100802020009004000720000,562918437713254986984673251341867529876592143259431768637145892125389674498726315
130470902000326000020900035080000090000100040049263107007032000003000001002000070,138475962795326418624981735381754296276198543549263187417832659963547821852619374
030000087287003005156208000060107030700000001003000479001030040090000703008000910,439561287287493165156278394965147832742389651813625479671932548594816723328754916
000007400009100006006080500400002000000400051070000002100020060068000105027001890,253697418849153276716284539435912687982476351671835942194528763368749125527361894
500062300007400520029050000093010000200000000000690000030100709000000062000500030,548762391317489526629351847793215684265874913184693275436128759851937462972546138
004000300300702590000930000029003060080006030001050407200010000090000804000300610,974561328318742596562938741729483165485176239631259487246815973193627854857394612
000008090400020086370940005147000839000473100000009000000000001700004000000000600,216358794495721386378946215147265839859473162632189547583692471761534928924817653
000010060000000000580060312900000000078240090100009700620073081019002450034000620,293715864461328579587964312956137248378246195142859736625473981719682453834591627
304087001800000300762000005013000500008100000009300600000000050900500006405073008,354287961891465372762931845213746589648159723579328614136892457987514236425673198
400900000085000010700421085500000003078006001000030040020000100050200064000000008,461958732285673419793421685546192873378546921912837546629384157857219364134765298
100600809400050000760001403018007030074000186000008700090816000000700010000500007,132674859489352671765981423618497235974235186523168794397816542256743918841529367
409000100008100004002490780000020000301064570900000000700000008800047016094010050,479386125538172964162495783647529831321864579985731642716253498853947216294618357
000600370086000509130459000000800930608034020720500010065007003014900200072000000,459628371286713549137459682541872936698134725723596418865247193314985267972361854
001037000000000000402008009809700000000060003103040000006375041340000200000004376,981437562635912487472658139859723614724861953163549728296375841347186295518294376
000743000000100304000069070503000000900310006200007100305008000470000500698031002,852743961769152384134869275513624897987315426246987153325478619471296538698531742
000086050000000090003000000536008049900500300007039000170003980004005107000000000,729186453651374892483952671536218749918547326247639518172463985394825167865791234
078941030100602700205803000050380004010504002080007000000060300560230481000000600,678941235139652748245873196752386914316594872984127563891465327567239481423718659
050000097008000000937010008000006912000008000000000003580300401740800060300700000,154283697628597134937614258873456912215938746469172583582369471741825369396741825
038000470200900060000000582021000047400000058300008691009020836040007905580000004,138562479275984163964731582821659347496173258357248691719425836643817925582396714
070006000820009604010720300048000010001967800060001000300000000100000007280003050,475836129823519674619724385948352716531967842762481593394175268156248937287693451
000507001007001500020000007000380090006400003093010000142065379000004600670000814,938547261467921538521638947754382196216459783893716452142865379389174625675293814
000095000400010020500084000008900004040801002602457000000000410900000580054370209,261795348489613725537284196718932654345861972692457831876529413923146587154378269
100850000035040800480002500500008002003007089009604015000000008058461920900000040,197853264235146897486792531541938672623517489879624315364279158758461923912385746
502100906600203001000000000000009180203840607008002030000001068090350020320070009,532187946647293851189564273754639182213845697968712435475921368891356724326478519
000001000096085001000720940002000009305009100900460250003000006000600002070000593,287941365496385721531726948742158639365279184918463257123594876859637412674812593
000800006000036800060000000070080005005070284080560703048003000030098000000000300,957812436412936857863745921374289615695371284281564793748123569536498172129657348
008000004100040000005360107000070060600000940000980270023090000000000029760004853,978512634136847592245369187892471365617253948354986271523798416481635729769124853
004100000000006000015932000000000000072590046300004090900715460001008972407009500,684157239293486157715932684849671325172593846356824791928715463561348972437269518
530708021820009007497000000000000050900025000200403609043090000059306200600050703,536748921821569437497231586364917852978625314215483679743892165159376248682154793
032700040796040200085100300004007000503006020009003600040030598901000406300004000,132768945796345281485129367624987153573416829819253674247631598951872436368594712
005207601960500803081000000020851900000002308090000500079000260010000005034700109,345287691967514823281396457423851976156972348798463512579138264812649735634725189
609000000804000700300050980000000000130029050906570004091080000008000200700000000,679832541854961732312754986425618379137429658986573124291385467568147293743296815
500002000200051980091080050043097020800006370009835000350008000000500000180320005,538972641276451983491683257643197528815246379729835416352768194967514832184329765
008040602060090507000000049076000000000009060080470020007214000004580900010960204,958741632462398517731625849176852493245139768389476125597214386624583971813967254
709200308412000650000006009073501002621080503000000060006000030040030095008009200,769215348412893657835476129973561482621984573584327961296158734147632895358749216
100003007000481590005079010090718340700000060000004002901807600020040030000002700,169253487273481596485679213692718345734925861518364972951837624827546139346192758
000300000609500314000000090070020140000415700401007000037000050200000800008000000,542391687689572314713684295375926148826415739491837562937268451264159873158743926
080000000001080000000512380006320000029806435003400001300000008060003502015068040,584937216231684957697512384456321879129876435873495621342759168768143592915268743
000675010510040078030081400007120050000736800000050001005390187000000000003000509,894675213512943678736281495347128956951736842628459731465392187189567324273814569
004751800703890020000020009000407952502018000400502001001005297600009308900000000,294751836713896524856324179138467952572918463469532781381645297625179348947283615
984006050000053008003400006000001000607200000010070809002000190560000004009040000,984716352726953418153428976298531647647289531315674829472865193561397284839142765
060001000000400790000000501600309070700002100080000904000000000208560010004090050,467951283815423796923876541651349872749682135382715964596138427278564319134297658
504800000080365000600000200190000800250030070047016009008052013005490000000600502,514829637782365941639147285193574826256938174847216359968752413325491768471683592
900700000003009076000050094005080420600000700400305600054100002006002500000500000,928764153543219876761853294135687429682491735497325618354178962816932547279546381
000030100803000070000960483400378000370501000100000000000004050500700001000603090,647835129893412675251967483469378512372591864185246937938124756526789341714653298
090806000315200000080003090000020004900000000070004000100900062450000080008035000,294856173315297648786413295861329754943571826572684931137948562459162387628735419
040570010730090040080400570100000839009630100308900005000705000450080097810009400,642573918735891246981426573164257839579638124328914765296745381453182697817369452
040005300000070000008000092031297000000510734000004019010000028700001003004300070,146925387295873146378146592431297865962518734587634219613759428729481653854362971
000300060940000800208604057070000600809401003001039085100003026002500018000800509,517328964946157832238694157374285691859461273621739485185943726492576318763812549
004006507005000046070100800050604900281000074000010050500091708000002400097000100,824936517915287346376145892753624981281359674649718253532491768168572439497863125
302400190009030805548091073100300900000000462060200300081000709090000021000000604,372485196619732845548691273124368957835179462967254318481526739796843521253917684
002070190600300000830400072040208016000500087008060305004603720200000408300000060,452876193617329854839451672745238916963514287128967345594683721276195438381742569
694130000082040000100008409000380092000400080000000004013004070570019000048700001,694132758782945136135678429457381692321496587869527314913864275576219843248753961
700040000802650010914807060000065200080000650546900137009000000000093000000078490,765341982832659714914827365193765248287134659546982137429516873678493521351278496
800000600610800007920000308480000000300008045009070000290000564500960781001005003,847513692613829457925647318482356179376198245159274836298731564534962781761485923
008006520030000090950010700000600000200005630064297001000000005003000000020000470,148976523732458196956312784587631942291845637364297851819724365473569218625183479
700000010000200947064090000240080000500900600000000003000020070408300000002104060,729435816835216947164798235243681759581973624697542183356829471418367592972154368
000007219009000430005000678001050000004000021020604500600000004357400100402000053,836547219279861435145932678781259346564783921923614587618325794357498162492176853
000075000641002705070000801000009060509600040700048019004017000000450170000080004,328175496641892735975364821412739568589621347763548219254917683896453172137286954
005403001800700000700600000106000009347100056080006007572060018060085402000070000,625493781893712564714658923156847239347129856289536147572964318961385472438271695
053180000004000006000000000530840027408000050020000004002094000960710002040006790,653187249184239576297465318536841927418972653729653184372594861965718432841326795
000069001000050980040080000000603809000070060460000700006400090010590000094200050,857369241231754986649182537175643829923871465468925713586417392312598674794236158
154003800007158030000600000000805000008730090030090100091040062260000007003260009,154973826627158934389624751976815243418732695532496178891547362265389417743261589
086500000400200136003614000500003800008005020001002007000420083300907000000306000,186539472495278136273614598562793841738145629941862357659421783314987265827356914
273000805008004000000805920030040098420000031089510200007000400952400000800327009,273169845598274316164835927631742598425698731789513264317956482952481673846327159
005000080020680000000020600478935000010000053500160000000000900051007000600004018,365471289724689531189523647478935126916742853532168794243816975851397462697254318
000000000000008000087010000000600250050100649000300010700040092539760001000000300,145239867693478125287516934971684253358127649462395718716843592539762481824951376
518030000600000800000000300300704210400200000000000000009508006705000982002070103,518432697623917845974856321356794218487261539291385764139528476765143982842679153
290000500508040000000180029950410007020000610010603005600800000000760080000930000,291376548578249163364185729956418237823597614417623895649852371135764982782931456
047006001030001090000030700070060080300020000008000200080002457010000060000649010,547896321832471596691235748274963185359128674168754239986312457413587962725649813
000006100500002004800010690038000000000600700000005306100000200002050030005001068,943786125516932874827514693638197542451623789279845316184369257762458931395271468
090000000305409100000020000049156230060000000100000056050310700080905003900080010,298731564375469182416528379849156237567293841123874956654312798781945623932687415
780000006030069700162047503000000650004036020070592000503020008200000900010000432,789351246435269781162847593321478659954136827876592314593624178248713965617985432
000045000005000200820010000000029706050007008760080020006004000930072054004301602,697245183145738269823916547418529736352467918769183425276854391931672854584391672
000069052095400070000007000004608021710032500260000008000000306470010200001250000,847369152695421873123587649354678921718932564269145738582794316476813295931256487
036750080004631507090008000060875020008003056052006800600300000005000300280564000,136759482824631597597428631461875923978243156352916874619387245745192368283564719
370800009521000860000040010090080072487620001000004698000008900018000340000400080,374861259521937864869542713695183472487629531132754698746318925918275346253496187
900470815000059600000061200003600900000500080008913720800035400065240000020000038,936472815182359647754861293273684951619527384548913726891735462365248179427196538
308100070710000050009070000900000000182060034005002060020300640003241800004056321,348125976716493258259678413967534182182967534435812769521389647673241895894756321
050060902200890100000000706070002300049001000300008000005306270700080010000000500,854167932267893154913524786578642391649731825321958647495316278736285419182479563
800004000700900002000702690090130060601248000308000021007060040200000010000021708,829614537764953182513782694492137865651248973378596421187365249245879316936421758
402000950000002000089007000800000302510070840000068000900005600000800230700000000,472186953351492786689357421897514362516273849243968175938725614165849237724631598
200430007700000000504020080027000003400193000930000040800004036042000018000060000,281439657793586124564721389127648593458193762936275841875914236642357918319862475
006000000590004000700609800000000080009000040800563070002045008083970005007100300,246738159598214637731659824675491283319827546824563971962345718183972465457186392
400930005200000068300502900004000000860000023000000600000205096050300017009810002,416938275295147368387562941574623189861459723923781654138275496652394817749816532
537610800001000065040900000003000000460000090000008320010000650070104038002360104,537612849291843765846957213723596481468231597159478326314789652675124938982365174
139600005020190000057000010200856947000000150005000600002071000070560090000000760,139627485428195376657348219213856947946732158785419623862971534371564892594283761
401000008859102000000390405095000600204009000010807009000700050008910263040260097,431576928859142376627398415795431682284659731316827549962783154578914263143265897
001000768065070403000060005000000000000006002608000009500000921820000507017002600,491325768265978413783164295172493856359786142648251379536847921824619537917532684
000000400520076190190004005000081000080409600000732500200010870000040000810560030,738195462524876193196324785457681329382459617961732548245913876673248951819567234
600050090701090000200300008005000089000008145870501600517403900028010304400720000,683152497751894236294367518145236789362978145879541623517483962928615374436729851
000073580002650000005001000000009040008100307704065000001040000000800059000502010,169473582432658971875291436316789245598124367724365198651947823243816759987532614
300108000890000060500009418009280000210000084000401972106004000900000000000605030,364158297891742563572369418749286351213597684658431972136974825925813746487625139
000000309050000080090100600000007063906280000010000000200090500031008090009340070,172864359654739182398125647825417963946283715713956428287691534431578296569342871
000004003000603042006219008003000980200100004810090506960032007740006030050000860,127854693589673142436219758673425981295168374814397526968532417741986235352741869
032000900940006158000000004050862001000009507000750080080000300301680042005203009,832514976947326158516978234753862491168439527429751683284197365391685742675243819
400001760800700001070290803005000009000050000000010050310000080006003294900500037,492831765853764921671295843135628479768459312249317658317942586586173294924586137
